,time,reference,reference_speed,pitch,pitch_speed,error,elevator
0,0.0,-6.7242045e-06,-0.0006679447,0.0,0.0,6.7242045e-06,2.125404e-05
1,0.02,-2.6541453e-05,-0.0013094372,-5.248848e-09,-5.2389396e-07,2.6536203e-05,8.279472e-05
2,0.04,-5.8930586e-05,-0.0019252627,-3.61132e-08,-2.5586387e-06,5.889447e-05,0.0001808728
3,0.06,-0.00010338595,-0.0025161868,-1.3165608e-07,-6.987009e-06,0.00010325429,0.000311944
4,0.08,-0.00015941703,-0.0030829536,-3.4760978e-07,-1.45932545e-05,0.00015906942,0.00047266256
5,0.1,-0.00022654793,-0.0036262884,-7.544604e-07,-2.6068601e-05,0.00022579347,0.0006598746
6,0.12,-0.00030431707,-0.004146897,-1.4356407e-06,-4.2016585e-05,0.00030288144,0.0008706113
7,0.14,-0.00039227688,-0.0046454663,-2.485828e-06,-6.295822e-05,0.00038979106,0.0011020828
8,0.16,-0.00048999325,-0.005122665,-4.009344e-06,-8.9337045e-05,0.0004859839,0.001351672
9,0.18,-0.00059704535,-0.0055791433,-6.118653e-06,-0.00012152391,0.0005909267,0.0016169272
10,0.2,-0.0007130251,-0.006015536,-8.932958e-06,-0.00015982173,0.00070409215,0.0018955569
11,0.22,-0.00083753694,-0.0064324588,-1.257688e-05,-0.00020446996,0.00082496007,0.0021854218
12,0.24,-0.0009701976,-0.0068305116,-1.7179245e-05,-0.00025564898,0.0009530184,0.0024845314
13,0.26,-0.0011106355,-0.0072102784,-2.287193e-05,-0.00031348426,0.0010877636,0.0027910355
14,0.28,-0.0012584906,-0.007572327,-2.9788813e-05,-0.00037805038,0.0012287018,0.003103218
15,0.3,-0.001413414,-0.00791721,-3.8064798e-05,-0.00044937505,0.0013753492,0.0034194938
16,0.32,-0.0015750681,-0.008245466,-4.7834896e-05,-0.0005274425,0.0015272332,0.0037384005
17,0.34,-0.0017431255,-0.008557618,-5.923343e-05,-0.0006121975,0.0016838921,0.0040585925
18,0.36,-0.0019172688,-0.008854175,-7.239323e-05,-0.0007035482,0.0018448756,0.0043788385
19,0.38,-0.0020971918,-0.009135633,-8.744497e-05,-0.0008013701,0.0020097469,0.0046980116
20,0.4,-0.0022825967,-0.009402472,-0.00010451652,-0.0009055083,0.0021780801,0.0050150882
21,0.42,-0.0024731962,-0.009655162,-0.00012373239,-0.0010157813,0.0023494638,0.005329141
22,0.44,-0.002668712,-0.009894157,-0.00014521323,-0.0011319831,0.0025234988,0.0056393333
23,0.46,-0.0028688742,-0.010119902,-0.00016907536,-0.0012538865,0.002699799,0.005944916
24,0.48,-0.0030734225,-0.010332827,-0.00019543032,-0.0013812447,0.002877992,0.006245218
25,0.5,-0.0032821046,-0.010533352,-0.00022438457,-0.0015137953,0.0030577201,0.006539654
26,0.52,-0.003494677,-0.010721885,-0.0002560392,-0.0016512609,0.0032386377,0.006827702
27,0.54,-0.0037109028,-0.010898821,-0.0002904896,-0.001793352,0.0034204132,0.007108913
28,0.56,-0.003930555,-0.011064545,-0.0003278253,-0.0019397689,0.0036027299,0.0073829014
29,0.58,-0.0041534123,-0.011219434,-0.0003681298,-0.002090204,0.0037852824,0.007649342
30,0.6,-0.004379262,-0.01136385,-0.0004114802,-0.0022443428,0.003967782,0.007907968
31,0.62,-0.0046078986,-0.011498148,-0.00045794743,-0.0024018665,0.004149951,0.008158563
32,0.64,-0.004839123,-0.011622672,-0.0005075959,-0.002562453,0.0043315273,0.008400957
33,0.66,-0.0050727427,-0.011737755,-0.0005604838,-0.002725778,0.004512259,0.008635031
34,0.68,-0.005308572,-0.011843723,-0.0006166625,-0.0028915165,0.0046919095,0.008860704
35,0.7,-0.005546433,-0.011940894,-0.000676177,-0.0030593458,0.004870256,0.009077938
36,0.72,-0.005786151,-0.012029571,-0.00073906605,-0.0032289433,0.005047085,0.009286727
37,0.74,-0.006027561,-0.012110055,-0.0008053617,-0.003399991,0.0052221995,0.0094871
38,0.76,-0.006270501,-0.012182636,-0.0008750898,-0.0035721736,0.005395411,0.009679114
39,0.78,-0.0065148156,-0.012247594,-0.0009482701,-0.0037451827,0.0055665458,0.0098628625
40,0.8,-0.0067603556,-0.012305202,-0.0010249158,-0.0039187134,0.0057354397,0.010038448
41,0.82,-0.007006976,-0.012355726,-0.0011050347,-0.0040924684,0.005901941,0.010206008
42,0.84,-0.0072545386,-0.012399426,-0.0011886279,-0.0042661577,0.0060659107,0.010365703
43,0.86,-0.0075029093,-0.012436549,-0.0012756918,-0.0044394988,0.0062272176,0.010517698
44,0.88,-0.0077519584,-0.012467341,-0.0013662162,-0.004612217,0.006385742,0.010662186
45,0.9,-0.008001562,-0.012492037,-0.0014601864,-0.004784048,0.006541376,0.010799368
46,0.92,-0.008251601,-0.012510867,-0.0015575819,-0.0049547344,0.006694019,0.010929461
47,0.94,-0.00850196,-0.0125240525,-0.0016583772,-0.0051240297,0.0068435827,0.011052689
48,0.96,-0.008752527,-0.012531811,-0.0017625424,-0.005291698,0.0069899843,0.011169287
49,0.98,-0.009003197,-0.012534351,-0.0018700424,-0.0054575107,0.007133154,0.011279497
50,1.0,-0.009253867,-0.0125318775,-0.0019808381,-0.005621252,0.0072730286,0.011383568
51,1.02,-0.00950444,-0.012524587,-0.002094886,-0.005782716,0.007409554,0.011481753
52,1.04,-0.00975482,-0.012512672,-0.0022121384,-0.0059417067,0.0075426814,0.011574307
53,1.06,-0.010004916,-0.012496318,-0.002332544,-0.0060980376,0.0076723723,0.0116614895
54,1.08,-0.010254644,-0.012475706,-0.002456048,-0.006251537,0.007798596,0.011743557
55,1.1,-0.010503918,-0.012451009,-0.0025825922,-0.0064020385,0.007921326,0.011820767
56,1.12,-0.010752658,-0.012422399,-0.0027121152,-0.0065493905,0.008040544,0.011893383
57,1.14,-0.011000789,-0.012390041,-0.002844552,-0.0066934493,0.008156236,0.011961659
58,1.16,-0.0112482365,-0.012354094,-0.002979836,-0.006834083,0.008268401,0.012025845
59,1.18,-0.011494929,-0.012314711,-0.003117897,-0.006971169,0.008377032,0.012086196
