,time,reference,reference_speed,pitch,pitch_speed,error,elevator,loss_fel,u_fel,u_fbc
0,0.0,0.00019735334,0.019603971,0.0,0.0,0.00019735334,-0.00062379945,1.555905e-08,0.0,-0.00062379945
1,0.02,0.00077898335,0.03843157,1.5405205e-07,1.5376123e-05,0.0007788293,-0.002430309,2.3611207e-07,-3.0966882e-07,-0.0024299994
2,0.04,0.0017295944,0.05650587,1.0599877e-06,7.510289e-05,0.0017285345,-0.0053099827,1.1268562e-06,-1.4382578e-06,-0.0053085443
3,0.06,0.003034346,0.0738493,3.864645e-06,0.00020510916,0.0030304813,-0.009159114,3.3518168e-06,-3.74392e-06,-0.00915537
4,0.08,0.0046788403,0.090483725,1.0204568e-05,0.00042843973,0.004668636,-0.013879687,7.695386e-06,-7.4663826e-06,-0.01387222
5,0.1,0.0066491114,0.10643044,2.2149914e-05,0.00076541316,0.0066269613,-0.019379212,1.49985035e-05,-1.2753978e-05,-0.019366456
6,0.12,0.008931611,0.12171014,4.2151445e-05,0.001233776,0.008889459,-0.025570555,2.6107631e-05,-1.9685847e-05,-0.025550872
7,0.14,0.011513203,0.13634299,7.299064e-05,0.0018488526,0.011440213,-0.032371808,4.1834857e-05,-2.8290046e-05,-0.03234352
8,0.16,0.014381151,0.15034862,0.00011773261,0.0026236915,0.0142634185,-0.03970606,6.292752e-05,-3.855817e-05,-0.039667502
9,0.18,0.017523095,0.16374613,0.00017968215,0.0035692058,0.017343413,-0.04750125,9.004597e-05,-5.0457067e-05,-0.047450792
10,0.2,0.020927066,0.17655413,0.00026234222,0.004694311,0.020664724,-0.05569001,0.00012374853,-6.3938016e-05,-0.055626076
11,0.22,0.02458145,0.18879068,0.00036937548,0.006006058,0.024212074,-0.06420944,0.00016448181,-7.8943944e-05,-0.0641305
12,0.24,0.028474998,0.20047338,0.00050456816,0.007509758,0.02797043,-0.07300099,0.00021257646,-9.541488e-05,-0.07290558
13,0.26,0.032596808,0.21161944,0.0006717966,0.009209111,0.03192501,-0.08201025,0.00026824625,-0.00011329198,-0.08189696
14,0.28,0.03693631,0.22224545,0.00087499607,0.01110632,0.036061313,-0.09118679,0.000331591,-0.00013252045,-0.09105426
15,0.3,0.04148327,0.23236768,0.001118132,0.013202203,0.040365137,-0.10048394,0.00040260126,-0.00015305154,-0.10033088
16,0.32,0.046227764,0.24200189,0.0014051738,0.015496312,0.044822592,-0.10985872,0.0004811659,-0.00017484376,-0.10968388
17,0.34,0.051160187,0.25116345,0.0017400698,0.017987022,0.04942012,-0.11927161,0.0005670799,-0.0001978635,-0.11907375
18,0.36,0.056271248,0.25986734,0.0021267252,0.02067165,0.054144524,-0.12868637,0.00066005427,-0.00022208517,-0.1284643
19,0.38,0.06155193,0.268128,0.002568982,0.023546536,0.058982946,-0.13806991,0.000759726,-0.0002474912,-0.13782242
20,0.4,0.06699351,0.27595964,0.0030706,0.02660714,0.06392291,-0.14739218,0.00086566864,-0.00027407147,-0.1471181
21,0.42,0.07258755,0.283376,0.0036352407,0.029848132,0.06895231,-0.15662587,0.0009774012,-0.0003018227,-0.15632404
22,0.44,0.07832587,0.29039046,0.0042664506,0.033263464,0.07405942,-0.16574645,0.0010944009,-0.00033074772,-0.1654157
23,0.46,0.084200576,0.297016,0.004967651,0.036846463,0.07923292,-0.17473194,0.0012161115,-0.0003608549,-0.17437106
24,0.48,0.090204,0.3032653,0.005742121,0.040589895,0.08446188,-0.18356265,0.001341951,-0.000392157,-0.1831705
25,0.5,0.096328765,0.30915064,0.006592994,0.044486046,0.08973577,-0.19222131,0.0014713253,-0.0004246705,-0.19179662
26,0.52,0.10256769,0.314684,0.007523242,0.048526768,0.09504445,-0.20069268,0.0016036313,-0.00045841478,-0.20023425
27,0.54,0.108913854,0.31987703,0.008535672,0.05270357,0.100378186,-0.20896356,0.0017382659,-0.0004934114,-0.20847015
28,0.56,0.11536057,0.32474104,0.009632917,0.05700765,0.10572766,-0.21702273,0.0018746365,-0.00052968314,-0.21649304
29,0.58,0.12190137,0.32928693,0.010817432,0.061429985,0.11108394,-0.22486053,0.0020121585,-0.00056725374,-0.22429329
30,0.6,0.12853,0.33352548,0.01209149,0.06596134,0.11643851,-0.23246925,0.0021502716,-0.00060614693,-0.2318631
31,0.62,0.1352404,0.3374671,0.013457179,0.070592344,0.12178323,-0.23984237,0.0022884323,-0.00064638635,-0.23919599
32,0.64,0.14202677,0.34112182,0.014916395,0.075313546,0.12711038,-0.2469751,0.0024261288,-0.0006879944,-0.2462871
33,0.66,0.14888343,0.34449953,0.01647085,0.08011543,0.13241258,-0.25386387,0.0025628768,-0.0007309927,-0.25313288
34,0.68,0.15580496,0.34760967,0.018122056,0.08498846,0.1376829,-0.26050636,0.0026982245,-0.00077540096,-0.259731
35,0.7,0.1627861,0.35046163,0.019871347,0.08992316,0.14291474,-0.26690134,0.0028317533,-0.00082123745,-0.2660801
36,0.72,0.16982175,0.35306427,0.021719858,0.09491005,0.1481019,-0.2730488,0.0029630824,-0.00086851825,-0.27218026
37,0.74,0.17690708,0.35542646,0.023668543,0.09993981,0.15323853,-0.27894944,0.0030918645,-0.0009172574,-0.27803218
38,0.76,0.18403728,0.35755667,0.025718164,0.10500318,0.15831912,-0.28460503,0.0032177884,-0.0009674667,-0.28363755
39,0.78,0.19120784,0.35946313,0.0278693,0.11009108,0.16333854,-0.29001814,0.0033405833,-0.0010191558,-0.28899902
40,0.8,0.19841437,0.3611539,0.030122356,0.11519459,0.16829202,-0.2951921,0.003460013,-0.001072332,-0.29411975
41,0.82,0.20565262,0.36263677,0.032477558,0.12030497,0.17317507,-0.30013072,0.0035758729,-0.0011270002,-0.29900372
42,0.84,0.21291852,0.36391935,0.034934957,0.12541372,0.17798357,-0.30483863,0.0036879973,-0.0011831634,-0.30365545
43,0.86,0.22020812,0.36500895,0.037494432,0.1305125,0.18271369,-0.3093208,0.003796251,-0.001240822,-0.30807996
44,0.88,0.22751765,0.36591268,0.04015571,0.13559331,0.18736194,-0.3135828,0.0039005303,-0.0012999751,-0.31228283
45,0.9,0.23484345,0.3666375,0.042918347,0.14064834,0.19192511,-0.3176306,0.004000763,-0.0013606192,-0.31627
46,0.92,0.24218202,0.36719015,0.04578175,0.14567003,0.19640027,-0.3214705,0.004096905,-0.0014227491,-0.32004774
47,0.94,0.24952997,0.36757717,0.04874519,0.15065117,0.20078479,-0.3251091,0.004188936,-0.0014863587,-0.32362273
48,0.96,0.25688404,0.36780488,0.05180778,0.1555848,0.20507626,-0.32855326,0.0042768638,-0.0015514392,-0.3270018
49,0.98,0.26424116,0.36787945,0.054968502,0.16046423,0.20927265,-0.3318101,0.0016952528,-0.0016179818,-0.33019212
50,1.0,0.27159825,0.36780685,0.058226213,0.16528311,0.21337204,-0.33485112,0.0017835894,-0.001650204,-0.3332009
