,time,reference,reference_speed,pitch,pitch_speed,error,elevator
0,0.0,-6.891304e-05,-0.0068454356,0.0,0.0,6.891304e-05,0.00021782209
1,0.02,-0.00027201016,-0.0134197725,-5.379283e-08,-5.3691288e-06,0.00027195638,0.00084852194
2,0.04,-0.0006039504,-0.019731065,-3.7010622e-07,-2.6222215e-05,0.0006035803,0.0018536758
3,0.06,-0.0010595515,-0.02578715,-1.3492777e-06,-7.160639e-05,0.0010582022,0.0031969598
4,0.08,-0.0016337861,-0.031595666,-3.56248e-06,-0.00014955904,0.0016302237,0.0048440844
5,0.1,-0.0023217772,-0.037164032,-7.73209e-06,-0.00026716417,0.002314045,0.006762726
6,0.12,-0.0031187946,-0.04249949,-1.4713169e-05,-0.0004306071,0.0031040814,0.008922461
7,0.14,-0.004020251,-0.04760908,-2.5476014e-05,-0.00064522756,0.003994775,0.011294699
8,0.16,-0.005021698,-0.05249965,-4.1089774e-05,-0.00091557106,0.004980608,0.013852616
9,0.18,-0.006118822,-0.057177875,-6.270704e-05,-0.0012454382,0.006056115,0.016571086
10,0.2,-0.0073074405,-0.061650243,-9.154945e-05,-0.0016379335,0.007215891,0.019426621
11,0.22,-0.008583502,-0.06592308,-0.00012889421,-0.0020955114,0.008454608,0.02239731
12,0.24,-0.009943075,-0.070002526,-0.00017606157,-0.0026200195,0.009767013,0.025462734
13,0.26,-0.0113823535,-0.07389457,-0.00023440307,-0.0032127448,0.011147951,0.028603937
14,0.28,-0.012897647,-0.07760503,-0.00030529077,-0.0038744512,0.012592357,0.031803347
15,0.3,-0.014485382,-0.08113957,-0.00039010722,-0.0046054213,0.014095275,0.035044704
16,0.32,-0.016142095,-0.0845037,-0.00049023615,-0.005405497,0.015651857,0.038313016
17,0.34,-0.017864428,-0.087702796,-0.00060705404,-0.0062741083,0.017257374,0.04159451
18,0.36,-0.01964914,-0.09074206,-0.0007419223,-0.0072103175,0.01890722,0.044876546
19,0.38,-0.02149308,-0.09362658,-0.0008961801,-0.008212845,0.0205969,0.048147596
20,0.4,-0.023393204,-0.09636129,-0.001071138,-0.009280107,0.022322066,0.051397167
21,0.42,-0.025346566,-0.09895097,-0.001268072,-0.010410241,0.024078494,0.054615732
22,0.44,-0.027350308,-0.10140032,-0.0014882185,-0.011601136,0.02586209,0.05779474
23,0.46,-0.029401675,-0.10371387,-0.0017327695,-0.012850462,0.027668905,0.0609265
24,0.48,-0.03149799,-0.10589605,-0.0020028683,-0.014155697,0.02949512,0.06400416
25,0.5,-0.03363667,-0.10795113,-0.0022996066,-0.015514142,0.031337064,0.06702168
26,0.52,-0.035815217,-0.1098833,-0.0026240195,-0.016922958,0.033191197,0.06997374
27,0.54,-0.03803121,-0.11169663,-0.0029770848,-0.018379178,0.035054125,0.072855726
28,0.56,-0.040282317,-0.113395065,-0.00335972,-0.019879732,0.036922596,0.07566371
29,0.58,-0.04256627,-0.11498245,-0.0037727805,-0.021421468,0.03879349,0.078394346
30,0.6,-0.044880897,-0.116462484,-0.0042170575,-0.023001162,0.04066384,0.08104485
31,0.62,-0.04722408,-0.11783883,-0.0046932776,-0.024615543,0.0425308,0.08361307
32,0.64,-0.04959378,-0.11911502,-0.0052021006,-0.026261315,0.04439168,0.086097255
33,0.66,-0.05198803,-0.120294444,-0.0057441224,-0.027935151,0.04624391,0.08849615
34,0.68,-0.054404933,-0.12138047,-0.0063198702,-0.029633725,0.048085064,0.09080897
35,0.7,-0.056842644,-0.12237632,-0.006929806,-0.031353723,0.049912836,0.09303529
36,0.72,-0.059299406,-0.12328514,-0.0075743245,-0.033091847,0.051725082,0.09517506
37,0.74,-0.061773494,-0.124109976,-0.008253756,-0.03484483,0.053519737,0.097228594
38,0.76,-0.06426326,-0.12485381,-0.008968364,-0.03660945,0.055294897,0.099196464
39,0.78,-0.06676713,-0.12551953,-0.009718353,-0.03838253,0.057048775,0.101079576
40,0.8,-0.069283545,-0.12610993,-0.010503857,-0.04016096,0.058779687,0.10287908
41,0.82,-0.07181104,-0.12662773,-0.011324955,-0.04194169,0.060486086,0.104596354
42,0.84,-0.07434819,-0.12707557,-0.012181662,-0.04372175,0.062166527,0.106232956
43,0.86,-0.07689361,-0.12745602,-0.013073936,-0.045498237,0.06381968,0.107790686
44,0.88,-0.079445995,-0.12777162,-0.014001678,-0.047268342,0.06544432,0.10927148
45,0.9,-0.08200406,-0.12802471,-0.0149647305,-0.04902935,0.06703933,0.11067738
46,0.92,-0.08456658,-0.1282177,-0.01596289,-0.05077863,0.06860369,0.11201064
47,0.94,-0.08713238,-0.12835284,-0.016995892,-0.052513663,0.07013649,0.113273524
48,0.96,-0.08970032,-0.12843233,-0.018063428,-0.054232005,0.07163689,0.114468485
49,0.98,-0.09226932,-0.12845838,-0.019165143,-0.055931337,0.07310417,0.11559797
50,1.0,-0.094838314,-0.12843303,-0.020300632,-0.057609443,0.07453768,0.11666455
51,1.02,-0.097406305,-0.12835832,-0.021469453,-0.0592642,0.075936854,0.1176708
52,1.04,-0.09997233,-0.1282362,-0.022671117,-0.060893614,0.07730121,0.11861933
53,1.06,-0.10253545,-0.1280686,-0.023905095,-0.062495783,0.07863036,0.11951282
54,1.08,-0.10509478,-0.12785736,-0.02517083,-0.06406891,0.07992396,0.12035391
55,1.1,-0.10764947,-0.12760425,-0.026467714,-0.06561133,0.08118175,0.12114521
56,1.12,-0.110198684,-0.12731104,-0.027795132,-0.06712147,0.082403556,0.12188943
57,1.14,-0.112741664,-0.12697941,-0.02915241,-0.06859785,0.083589256,0.12258915
58,1.16,-0.115277626,-0.12661101,-0.030538868,-0.07003914,0.08473876,0.12324695
59,1.18,-0.11780585,-0.12620738,-0.03195379,-0.07144407,0.085852064,0.12386547
60,1.2,-0.12032569,-0.12577012,-0.03339643,-0.07281149,0.08692926,0.12444716
61,1.22,-0.122836456,-0.12530068,-0.03486604,-0.074140385,0.08797042,0.12499456
62,1.24,-0.12533751,-0.12480052,-0.036361832,-0.07542978,0.08897568,0.12551005
63,1.26,-0.12782827,-0.12427103,-0.037883006,-0.07667884,0.089945264,0.12599605
64,1.28,-0.13030818,-0.12371358,-0.039428752,-0.07788683,0.090879425,0.12645483
65,1.3,-0.13277665,-0.123129494,-0.04099824,-0.079053074,0.09177841,0.12688862
66,1.32,-0.13523318,-0.12252002,-0.042590626,-0.080177024,0.09264255,0.12729959
67,1.34,-0.13767728,-0.12188642,-0.044205062,-0.08125821,0.09347222,0.12768988
68,1.36,-0.14010848,-0.12122987,-0.045840696,-0.08229624,0.094267786,0.1280615
69,1.38,-0.14252633,-0.12055152,-0.047496654,-0.083290815,0.095029674,0.12841637
70,1.4,-0.1449304,-0.119852506,-0.049172062,-0.08424171,0.09575835,0.12875642
71,1.42,-0.14732032,-0.119133905,-0.050866053,-0.08514878,0.09645426,0.1290834
72,1.44,-0.14969563,-0.11839677,-0.052577745,-0.08601195,0.097117886,0.12939899
73,1.46,-0.15205605,-0.11764211,-0.054306265,-0.086831234,0.097749785,0.1297049
74,1.48,-0.15440121,-0.116870925,-0.056050733,-0.0876067,0.09835048,0.13000262
75,1.5,-0.15673079,-0.11608414,-0.057810266,-0.08833848,0.098920524,0.13029364
76,1.52,-0.15904447,-0.1152827,-0.059584003,-0.08902677,0.09946047,0.13057932
77,1.54,-0.16134198,-0.11446749,-0.06137107,-0.08967184,0.09997091,0.130861
78,1.56,-0.16362308,-0.11363935,-0.06317061,-0.09027401,0.10045247,0.13113989
79,1.58,-0.16588748,-0.11279913,-0.06498177,-0.09083363,0.1009057,0.13141717
80,1.6,-0.16813497,-0.111947626,-0.066803694,-0.091351144,0.10133128,0.13169391
81,1.62,-0.17036533,-0.111085616,-0.06863556,-0.09182698,0.10172977,0.13197105
82,1.64,-0.17257833,-0.110213846,-0.07047653,-0.09226171,0.1021018,0.1322495
83,1.66,-0.17477381,-0.10933305,-0.07232579,-0.09265584,0.102448024,0.13253015
84,1.68,-0.1769516,-0.10844394,-0.07418252,-0.09300999,0.102769084,0.13281381
85,1.7,-0.17911154,-0.10754715,-0.076045945,-0.09332478,0.103065595,0.13310109
86,1.72,-0.18125345,-0.10664336,-0.07791528,-0.09360087,0.10333817,0.13339269
87,1.74,-0.18337722,-0.10573319,-0.07978976,-0.09383898,0.10358746,0.13368914
88,1.76,-0.18548274,-0.10481726,-0.081668615,-0.094039805,0.103814125,0.13399091
89,1.78,-0.18756987,-0.10389614,-0.08355113,-0.09420411,0.10401874,0.1342985
90,1.8,-0.18963854,-0.1029704,-0.08543657,-0.09433267,0.10420197,0.13461226
